Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,,,9,1,3,4,5,7,11,12,18,20,,58
,ACADIA,1757,57,16,2,32,15,4,6,7,10,,20,22,26,28,,58
,,,,7,,189,69,9,9,12,20,42,42,69,113,113,,58
,MT,,57,,8,,,,,,,,,,,,,58
,,,57,24,5,374,35,5,8,9,14,,20,25,33,54,,58
,,,57,8,10,55,19,12,13,13,14,14,15,18,18,20,,58
,VA,,57,25,8,654,73,12,14,18,22,26,36,48,62,186,,58
,,,,25,3,710,59,9,12 12,18,22,26,36,48,62,82,,58
,VA,,57,,,,,,,,,,,,,,,58
,ALA,,,12,8,126,35,9,12,16,18,19,20,26,54,a8,,58
,FLORIDA,,57,14,3,174,55,9,12,,25,26,42,75,82,145,,58
,OATLAND GA,,57,16,4,54,22,6,7,11,12,18,26,30,38,42,,58
,JACKSON COUNTY MISS,,57,20,9,1129,135,11,13,15 15,16,20,23,26,54,391,,58
,FT TENN,,57,16,,353,73,10,11,20,22,26,48,54,69,186,,58
,PLL,,57,13,13,87,26,13,15,20,,25,23,24,25,42,,58
,HURON,,57,30,,226,36,7,9,10,12,16,19,26,54,69,,58
,,,57,8,5,64,22,6,10,10,,12,15,20,20,54,,58
,,1157,,11,,1316,159,,9,23,,54,62,69,79,88,,58
,ELLIS COUNTY KANSAS,,,,5,,,6,,,26,,,,,,,58
,,,57,14,9,122,24,9,11,12,14,14,,16,20,54,,58
,,1157,57,18,8,239,47,12,15,16,19,26,31,42,,105,,58
,,,57,1i,3,560,92,3,7,9,18,26,54,69,129,145,,58
,,,57,i3,4,36,12,4,5,5,6,,,15,18,26,,58
,,,,,,,,,,,20,,30,,,,,58
,,1,57 57,5,15,730,164,15,15,20,,30,,33,33,,,58
,,1157,,2,20,100,60,,,20,20,20,20,,115,113,,58
,PT WORONZOF ALASKA,,56 57,45,,38,8,1,2,,4,,,,12,22,,58
,ARIZ,1157,,26,7,830,134,14,17,23,30,39,88,129,106,391,,58
,,,,22,2,86,18,3,24,6,7,9,16,18,33,42,,58
,GRAND TOTAL,,,412,,1316,52,5,8,11,14,18,22,30,46,,,58
