Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,WATERBURY CONN,,55,14,,3,2,1,1,1,2,2,2,2,2,3,,108
,,,,22,,,,,,1,1,1,2,2,2,3,,108
,,,56,,,3,1,,,,,,,,,,,108
,,,56,36,,3,,,1,1,1,1,2,2,2,5,,108
,BOSTON MASS,,55,23,,,,,,,,1,1,1,1,1,,108
,EVERETT MASS,,55,26,,4,,,,,,1,1,1,1,1,,108
,ELIZABETH N,,55 56,20,,16,2,,,1,1,1,1,2,2,3,,108
,,,56,23,,6,1,,,,1,2,2,2,3,3,,108
,,,55,,,,,,,,,,,,,,,108
,CAMDEN N J,,55 56,19,2,4,2,1,1,2,2,2,2,3,3,3,,108
,PERTH AMBOY N,,55 56,,,9,2,1,1,1,2,2,3,3,4,5,,108
,TRENTON N J,,55 56,16,,7,2,1,1,1,1,2,2,2,2,3,,108
,JERSEY N,,55 56,21,,19,3,1,1,1,2,2,2,3,3,3,,108
,,,,,,,,,,,,,3,,,,,108
,NEw YORK N Y,,55 56,2i,,6,2,1,1,2,2,2,,3,4,5,,108
,,,54 55,18,2,25,5,2,2,2,3,4,4,5,5,6,,108
,,,54 56,39,,25,3,1,2,2,2,3,3,4,5,6,,108
,PHILADELPHIA PA,1155,55,94,,6,2,1,1,1,2,2,2,2,3,3,,108
,,,56,11,,3,1,,1,1,1,1,2,2,2,3,,108
,,,55 56,105 05,,6,2,1,,1,2,2,2,2,3,3,,108
,,,,,,,,,,,1,,1,2,2,2,,108
,,,55,11,,6,1,,,1,,1,,,,,,108
,,,56,9,,2,,,,,1,,,1,,2,,108
,,,56,,,2,1,,,1,1,1,1,2,2,2,,108
,,,56,11,,3,1,,,1,1,1,2,2,2,3,,108
,,,55,94,,6,2,1,1,1,2,2,2,2,3,3,,108
,,,56,53,,6,,,,,1,1,1,2,2,2,,108
,,,,,,,1,,,,,,,,,,,108
,,,55 56,147 47,,6,1,,1,,1,2,2,2,2,3,,108
,ALTOONA PA,,56,,,2,1,,1,,1,2,2,2,2,2,,108
,BRISTOL PA,,55 56,18,,2,1,,1,1,1,1,1,2,2,2,,108
,CHESTER PA,,56,ig,,4,2,1,1,1,2,2,2,2,2,3,,108
,ERIE PA,,56,25,,3,1,,,1,1,1,1,2,2,2,,108
,PA,,56,,,10,2,1,1,1,2,2,2,2,3,4,,108
,PA,,55 56,23,,,,1,1,1,2,2,2,2,3,3,,108
