Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,KANAWHA VA,,54,,31,8,,,1,1,1,1,i1,11,34,,157
,,,54,3,38,19,,1,1,1,21,,21,21,38,,157
,HILLSBOROUGH,,,1,,,,,,,,,,,,,157
,,,54,5 1,111,31,1,1,10,10,11,,,27,111,,157
,,,54,30,100,11,,,,1,1,1,1,14,58,,157
,TONKA,1154,54,8,114,50,1,9,9,21,48,61,78,78,88,,157
,,,,,,,,1,1,1,1,1,9,9,,,157
,,,54,4,53,,,,,,,,,,,,157
,ORE,1754,54,12,1,,,,,,1,1,1,1,1,,157
,,,54 55,69,114,15,,,,1,1,1,10,27,59,,157
