Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,54,12,23,57,36,22,24,25,34,37,39,40,44,47,,11
,,,,52,14,112,48,24,32,37,41,44,48,54,61,70,,11
,,1156,56,44,28,205,63,38,43,46,51,54,58,63,76,5,,11
,,,,,,,,,36,40,43,47,52,58,63,,,11
,,,54 56,108,14,205,53,28,,,,,,,,,,11
,,1755,55,40,,120,54,29,33,40,47,51,54,63,70,76,,11
,,1156,56,17,35,224,72,42,45,49,52,55,58,63,105,123,,11
,,,55 56,57,19,224,59,31,37,44,49,52,55,63,71,97,,11
,KANAWHA VA,1154,54,26,33,261,106,45,51,62,71,89,105,117,145,219,,11
,,,55,33,41,421,135,47,65,73,as,105,123,154,236,270,,11
,,,,,21,309,127,21,21,47,65,89,89,123,278,278,,11
,,1756,56,7,,,,,,,,,,,,257,,11
,,,54 56,66,21,4211123 421,123,45,56,67,78,94,113,134,213,,,11
,HILLSBOROUGH,,53,,17,60,34,,18,18,25,25,25,40,40,65,,11
,,,54,37,3,90,29,,11,20,22,25,29,34,40,58,,11
,,,55,39,,123,,30,35,37,40,49,53,59,65,83,,11
,,,56,25,18,75,40,25,26,28,32,37,40,,55,65,,11
,,,53 56,105 05,3,123,40,,23,28,32,36,40,Si,59,69,,11
,,,,,,,,,,47,47,47,47,47,65,65,,11
,FULTON,1753,53,2,45,64,54,,,,,,,,,,,11
,,,54,43,9,109,65,34,47,53,61,68,72,76,83,97,,11
,,,,27,21,116,56,28,32,42,47,51,,60,89,100,,11
,,,55,72,9,116,61,31,42,48,53,59,66,73,84,98,,11
,,,,6,25 25,228,133,25,25 25,89,89,123,145,145,219,219,,11
,,1154,54,55,,176,63,25,32,41,48,56,63,76,89,123,,11
,,,,,,55,,,25,47,47,49,,,53,,,11
,,1155,55,6,24,,45,25 25,32,,,55,63,78,95,130,,11
,,,53 55,67,15,228,68,24,,42,49,,,,,,,11
,TONKA,1153,53,7,28,64,41,27,27,29,32,34,34,55,60,60 60,,11
,,1154,54,37,12,267,59,17,22,34,40,52,60,73,86,100,,11
,,,53 54,44,12,267,56 56,17,25,31,39,50,55,68,79 791100,100,,11
,,1755,55,24,50,748,142,55,61,65,89,105,129,145,171,236,,11
,,,54,30,37,748,128,,58,63,83,95,105,134,158,219,,11
,,,,,,,,,,,,,,,76,97,,11
,COUNTY COLO,,54,21,15,113,54,25,32,41,44,47,55,65,110,121,,11
,,17955,55,44,20,221,76,27,40,47,60,68,73,97,,,,11
,,1156,56,31,21,382,104,44,55,72,80,89,105,119,1368,162,,11
,,,54 56,96,15,382,80,30,42,48,s9,70,61,96,112,130,,11
,,,53,1,51,Si,51,,,,,,55,55,,,,11
,,,54,27,22,240,68,31,34,38,50,60,67,74,89,123,,11
,,,55,28,29,207,70,37,42,47,53,62,72,83,89,101,,11
,,,53 55,56,22,240,69,34,37,45,52,59,69,76,89,114,,11
