Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,2,2,4,,3,3,3,4,1,4,3,2,,,112
,AVERAGE,,1,2,1,2,1,2,2,,,2,2,3,,,112
,EL,55,,,,,,,,,,,,,,,112
,AVERAGE,,1,2,9,1,2,,,1,1,,2,1,,,112
,PA J,55 56,,,,,,,,,,,,,,,112
,AVERAGE,,4,1,,3,1,2,1,,,1,,3,,,112
,CA MOEN N J,55 56,,,,,,,,,,,,,,,112
,,,2,3,2,1,,1,1,2,3,2,,2,,,112
,AVERAGE,,2,3,4,2,,2,2,2,3,2,,2,,,112
,,,3,1,3,4,,,1,2,,2,3,2,,,112
,AVERAGE,,3,2,4,3,,,,1,,2,3,2,,,112
,MUM,,,2,,,,,,,,,,,,,112
,,,2,,3,,,,,,,2,3,,,,112
,TRENTON N J,55 56,,,,,,,,,,,,,,,112
,AVERAGE,,,3,2,,2,2,2,2,,3,2,3,,,112
,JERSEY CITY N J,55,,,,,,,,,,,,,,,112
,,,2,3,3,3,,2,2,2,1,,1,2,,,112
,AVERAGE,,10,3,3,2,,2,1,1,2,,2,3,,,112
,MUM,,2,2,3,2,,2,,,2,,2,3,,,112
,NE YORK N,54 56,,,,,,,,,,,,,,,112
,NUMBER OF,,1,3,1,4,1,7,4,4,2,3,4,5,,,112
,AVERAGE,,6,2,3,4,3,3,3,2,3,4,5,6,,,112
,PH A PA,55 56,,,,,,,,,,,,,,,112
,AVERAGE,,2,1,1,1,2,2,1,2,1,2,2,2,,,112
,AL TOONA,56,,,,,,,,,,,,,,,112
,AVERAGE,,,2,2,2,2,,,2,1,2,2,,,,112
,MUM,,,2,2,2,2,,,2,,2,2,,,,112
,BR,56,,,,,,,,,,,,,,,112
,AVERAGE,,,2,2,,1,,2,1,1,1,2,2,,,112
,,55 56,,,,,,,,,,,,,,,112
,AVERAGE,,,2,,2,1,2,2,2,3,2,,2,,,112
,ER PA,56,,,,,,,,,,,,,,,112
,AVERAGE,,2,2,2,2,,2,1,,,,1,,,,112
,,,,,,,,,,,1,,1,,,,112
,,56,,,,,,,,,,,,,,,112
,AVERAGE,,2,1,3,,,2,2,,3,2,6,2,,,112
,,55 56,,,,,,,,,,,,,,,112
,AVERAGE,,,,,4,3,3,,2,3,4,3,2,,,112
,,,,2,3,3,2,2,,2,3,2,2,1,,,112
,MUM,,,2,3,2,2,2,,2,3,,2,,,,112
,WA,55 56,,,,,,,,,,,,,,,112
,AVE RAGE,,2,1,,,,2,2,,1,2,2,,,,112
